947
76 160
42 90
824 375
221 269
350 274
203 152
81 442
391 475
140 642
157 188
238 501
61 245
376 801
122 163
504 789
70 62
769 682
39 11
771 662
204 594
60 65
206 538
40 56
345 263
82 7
95 6
185 147
97 205
248 752
112 897
137 21
110 721
321 376
84 30
201 276
365 82
23 434
894 354
595 73
29 13
5 94
42 18
37 803
546 380
275 616
129 117
129 406
938 8
196 182
266 194
316 282
430 351
155 217
762 29
224 214
119 294
100 386
275 244
758 564
152 358
77 58
623 380
944 726
207 37
160 166
677 458
789 919
867 165
701 754
19 179
782 30
757 459
403 450
72 59
220 120
209 150
914 758
19 12
787 338
148 749
866 147
351 872
367 148
248 58
766 182
54 12
